2019-11-20 15:55:43,135 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:findAll
2019-11-20 15:55:43,136 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Finished method:getBusList
2019-11-20 15:56:14,376 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:getBusList
2019-11-20 15:56:14,383 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Running method:findAll
2019-11-20 15:56:14,993 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:findAll
2019-11-20 15:56:14,993 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-36] Finished method:getBusList
2019-11-20 15:56:34,860 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-39] Running method:getBusList
2019-11-20 15:56:34,866 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-39] Running method:findAll
2019-11-20 15:56:34,880 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-39] Finished method:findAll
2019-11-20 15:56:34,881 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-39] Finished method:getBusList
2019-11-20 15:56:54,569 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-41] Running method:getBusList
2019-11-20 15:56:54,569 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-41] Running method:findAll
2019-11-20 15:56:54,574 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-41] Finished method:findAll
2019-11-20 15:56:54,575 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-41] Finished method:getBusList
2019-11-20 15:57:42,344 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Running method:getBusList
2019-11-20 15:57:42,361 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-38] Running method:findAll
2019-11-20 16:00:01,943 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:getBusList
2019-11-20 16:00:01,972 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-35] Running method:findAll
2019-11-20 16:00:39,220 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-46] Running method:getBusList
2019-11-20 16:00:39,229 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-46] Running method:findAll
2019-11-20 16:00:40,110 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-46] Finished method:findAll
2019-11-20 16:00:40,112 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-46] Finished method:getBusList
2019-11-20 16:01:16,248 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-49] Running method:getBusList
2019-11-20 16:01:16,251 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-49] Running method:findAll
2019-11-20 16:01:17,020 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-49] Finished method:findAll
2019-11-20 16:01:17,020 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-49] Finished method:getBusList
2019-11-20 16:01:40,903 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-45] Running method:getBusList
2019-11-20 16:01:40,908 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-45] Running method:findAll
2019-11-20 16:01:41,672 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-45] Finished method:findAll
2019-11-20 16:01:41,672 DEBUG com.epam.buscompany.service.aspect.LoggingAspect [http-nio-8082-exec-45] Finished method:getBusList
